,name,cat
3159,nz kettle korn popcorn sea salt,"Chocolate, sweets  snacks"
3160,pascall mints minties,"Chocolate, sweets  snacks"
3161,select fruit bars custard  apple 225g,"Chocolate, sweets  snacks"
3162,nestle milky bar chocolate block milk  cookies,"Chocolate, sweets  snacks"
3163,nice  natural nut bar nut bar yoghurt 192g,"Chocolate, sweets  snacks"
3164,the natural beverage co jelly sweets dinosaurs 300g,"Chocolate, sweets  snacks"
3165,countdown mixed nuts salted,"Chocolate, sweets  snacks"
3166,frooze balls snack balls peanut butter,"Chocolate, sweets  snacks"
3167,mms chocolate minis,"Chocolate, sweets  snacks"
3168,annies fruit snack apple  strawberry leather,"Chocolate, sweets  snacks"
3169,proper crisps potato chips cracked pepper  sea salt,"Chocolate, sweets  snacks"
3170,frooze balls snack balls fudgetastic,"Chocolate, sweets  snacks"
3171,cookietime bumper bars muesli slice chocolate apricot 75g,"Chocolate, sweets  snacks"
3172,countdown chocolate peanuts milk choc,"Chocolate, sweets  snacks"
3173,shultz pretzels sticks,"Chocolate, sweets  snacks"
3174,cadbury chocolate block packed with picnic,"Chocolate, sweets  snacks"
3175,countdown chocolate block salted caramel,"Chocolate, sweets  snacks"
3176,one square meal muesli bars cranberry blackcurrant 480g,"Chocolate, sweets  snacks"
3177,eta peanuts honey roasted,"Chocolate, sweets  snacks"
3178,fabulicious sherbert fizz,"Chocolate, sweets  snacks"
3179,tasti made simple protein bar cacao brownie 150g,"Chocolate, sweets  snacks"
3180,wrigleys extra chewing gum white sugar free,"Chocolate, sweets  snacks"
3181,one square meal muesli bites chocolate bits 338g,"Chocolate, sweets  snacks"
3182,one square meal muesli bites cranberry 340g,"Chocolate, sweets  snacks"
3183,tasti nut bar choc almond 210g,"Chocolate, sweets  snacks"
3184,countdown sweets milk bottles,"Chocolate, sweets  snacks"
3185,tasti made simple protein bar caramel  sea salt 150g,"Chocolate, sweets  snacks"
3186,healtheries oven baked vege snacks pizza twirls,"Chocolate, sweets  snacks"
3187,fabulicious sweets sherbet fizz,"Chocolate, sweets  snacks"
3188,macro gluten free snack mix cacao almonds,"Chocolate, sweets  snacks"
3189,every time rice snacks tangy rice nibbles,"Chocolate, sweets  snacks"
3190,countdown popcorn sweet  salty,"Chocolate, sweets  snacks"
3191,old el paso dip mild chunky,"Chocolate, sweets  snacks"
3192,"nice  natural protein nut bar nut bar coconut, choc  raspberry 165g","Chocolate, sweets  snacks"
3193,nice  natural nut butter bar cashew  dark choc,"Chocolate, sweets  snacks"
3194,mother earth snack mix deluxe cranberry mix,"Chocolate, sweets  snacks"
3195,every time rice snacks original rice nibbles,"Chocolate, sweets  snacks"
3196,nice  natural nut bar nut bar chocolate 192g,"Chocolate, sweets  snacks"
3197,macro almonds kernel natural,"Chocolate, sweets  snacks"
3198,mexicano corn chips smokey bacon,"Chocolate, sweets  snacks"
3199,the good taste company hummus babaghanoush,"Chocolate, sweets  snacks"
3200,red rock deli peanuts red pepper  roasted garlic,"Chocolate, sweets  snacks"
3201,mayceys jelly sweets giant spearmint leaves,"Chocolate, sweets  snacks"
3202,bluebird thin cut potato chips salt  vinegar,"Chocolate, sweets  snacks"
3203,whittakers chocolate block 50% cocoa  dark,"Chocolate, sweets  snacks"
3204,bluebird delisio potato chips greek tzatziki,"Chocolate, sweets  snacks"
3205,countdown potato chips chicken crinkle cut 180g,"Chocolate, sweets  snacks"
3206,mexicano corn chips jalapeno,"Chocolate, sweets  snacks"
3207,countdown cashews salted,"Chocolate, sweets  snacks"
3208,cadbury chocolate block dairy milk caramello,"Chocolate, sweets  snacks"
3209,ceres organics snack mix seaweed 2g,"Chocolate, sweets  snacks"
3210,copper potato chips sea salt,"Chocolate, sweets  snacks"
3211,doritos corn chips nacho cheese,"Chocolate, sweets  snacks"
3212,cadbury chocolate block dairy milk,"Chocolate, sweets  snacks"
3213,doritos corn chips cheese supreme,"Chocolate, sweets  snacks"
3214,countdown popcorn microwave butter,"Chocolate, sweets  snacks"
3215,bluebird thick cut potato chips crispy bacon,"Chocolate, sweets  snacks"
3216,copper kettle potato chips vintage cheddar and red onion,"Chocolate, sweets  snacks"
3217,cadbury chocolate block marble,"Chocolate, sweets  snacks"
3218,mexicano corn chips tasty cheese,"Chocolate, sweets  snacks"
3219,pop n good popcorn lunch pack 120g,"Chocolate, sweets  snacks"
3220,eta ripple cut potato chips salt  vinegar,"Chocolate, sweets  snacks"
3221,countdown potato chips salt vinegar crinkle cut 180g,"Chocolate, sweets  snacks"
3222,healtheries kidscare potato stix roast chicken 160g,"Chocolate, sweets  snacks"
3223,bluebird originals potato chips green onion,"Chocolate, sweets  snacks"
3224,pascall family pack marshmallows ,"Chocolate, sweets  snacks"
3225,select muesli bars chewy choc chip 100g,"Chocolate, sweets  snacks"
3226,bluebird corn snacks poppa jacks 120g,"Chocolate, sweets  snacks"
3227,countdown potato chips green onion crinkle cut,"Chocolate, sweets  snacks"
3228,act i i microwave popcorn kettle,"Chocolate, sweets  snacks"
3229,countdown potato chips ready salted crinkle cut 180g,"Chocolate, sweets  snacks"
3230,whittakers chocolate block dark salted caramel,"Chocolate, sweets  snacks"
3231,healtheries kidscare potato stix roast 160g,"Chocolate, sweets  snacks"
3232,doritos corn chips that sweet chilli,"Chocolate, sweets  snacks"
3233,whittakers chocolate block almond gold 33% cocoa,"Chocolate, sweets  snacks"
3234,pop n good popcorn light  buttery,"Chocolate, sweets  snacks"
3235,eta ripple cut potato chips chicken,"Chocolate, sweets  snacks"
3236,mother earth fruit sticks fruit filled bar apple  raspberry 152g,"Chocolate, sweets  snacks"
3237,mexicano corn chips tasty salsa,"Chocolate, sweets  snacks"
3238,mother earth fruit sticks fruit filled bar apple  strawberry 152g,"Chocolate, sweets  snacks"
3239,countdown snack mix cranberry nut medley,"Chocolate, sweets  snacks"
3240,proper crisps potato chips marlborough sea salt,"Chocolate, sweets  snacks"
3241,pringles potato chips original 95g,"Chocolate, sweets  snacks"
3242,heartland potato chips salt  vinegar,"Chocolate, sweets  snacks"
3243,countdown oaty slices muesli bars chocolate chip 240g,"Chocolate, sweets  snacks"
3244,pascall jelly sweets party pack,"Chocolate, sweets  snacks"
3245,calbee harvest snaps pea snacks original salted,"Chocolate, sweets  snacks"
3246,doritos corn chips sweet thai chilli,"Chocolate, sweets  snacks"
3247,bluebird twisties corn snacks cheese,"Chocolate, sweets  snacks"
3248,countdown popcorn microwave light butter,"Chocolate, sweets  snacks"
3249,whittakers chocolate block 28% cocoa white,"Chocolate, sweets  snacks"
3250,eta ripple cut potato chips sour cream  chives,"Chocolate, sweets  snacks"
3251,countdown peanuts salted,"Chocolate, sweets  snacks"
3252,heartland potato chips southern salt,"Chocolate, sweets  snacks"
3253,copper kettle potato chips sea salt 132g,"Chocolate, sweets  snacks"
3254,nature valley crunchy muesli bars oats with honey 252g,"Chocolate, sweets  snacks"
3255,whittakers chocolate block dark almond 62% cocoa,"Chocolate, sweets  snacks"
3256,bluebird grain waves grain snack all stars 324g,"Chocolate, sweets  snacks"
3257,tasti milkies muffin bar choc strawberry 200g,"Chocolate, sweets  snacks"
3258,countdown potato chips sour cream  onion,"Chocolate, sweets  snacks"
3259,kettle chip company potato chips original sea salt,"Chocolate, sweets  snacks"
3260,proper crisps potato chips cider vinegar  sea salt,"Chocolate, sweets  snacks"
3261,eta uppercuts deli cut potato chips sea salt  balsamic vinegar,"Chocolate, sweets  snacks"
3262,nestle kit kat chocolate block original,"Chocolate, sweets  snacks"
3263,kettle chip company potato chips honey soy chicken,"Chocolate, sweets  snacks"
3264,pascall chocolate pineapple lumps,"Chocolate, sweets  snacks"
3265,mother earth oaty slices muesli slice apricot chocolate 240g,"Chocolate, sweets  snacks"
3266,eta ripple cut potato chips ready salted,"Chocolate, sweets  snacks"
3267,calbee harvest snaps pea snacks salt  vinegar,"Chocolate, sweets  snacks"
3268,bluebird thin cut potato chips variety pk 324g,"Chocolate, sweets  snacks"
3269,eta ripple cut potato chips the works,"Chocolate, sweets  snacks"
3270,bluebird potato chips original combo 180g,"Chocolate, sweets  snacks"
3271,pascall jelly sweets jet planes,"Chocolate, sweets  snacks"
3272,countdown sweets baby fish,"Chocolate, sweets  snacks"
3273,lisas hummus gloriously garlic,"Chocolate, sweets  snacks"
3274,whittakers chocolate block 33% cocoa hazelnut,"Chocolate, sweets  snacks"
3275,countdown almonds raw,"Chocolate, sweets  snacks"
3276,whittakers chocolate block fruit  nut 33% cocoa,"Chocolate, sweets  snacks"
3277,nice  natural fruit strings strawberry,"Chocolate, sweets  snacks"
3278,countdown oaty slices muesli bars white choc  raspberry 240g,"Chocolate, sweets  snacks"
3279,countdown cassava vegetable crisps sour cream  chives 144g,"Chocolate, sweets  snacks"
3280,countdown salsa mild,"Chocolate, sweets  snacks"
3281,tasti mega nuts nut bar peanut butter 40g each,"Chocolate, sweets  snacks"
3282,lindt chocolate block excellence 85% cocoa dark,"Chocolate, sweets  snacks"
3283,select muesli bars crunchy choc nut,"Chocolate, sweets  snacks"
3284,mother earth cashews batch roasted  salted,"Chocolate, sweets  snacks"
3285,cheetos corn snacks crunchy flamin hot,"Chocolate, sweets  snacks"
3286,mother earth fruit sticks fruit filled bar blueberry 152g,"Chocolate, sweets  snacks"
3287,snickers chocolate bar ,"Chocolate, sweets  snacks"
3288,skittles sweets fruits,"Chocolate, sweets  snacks"
3289,mother earth vege fruit sticks beetroot apple  berry,"Chocolate, sweets  snacks"
3290,mother earth vege fruit sticks spinach banana berry,"Chocolate, sweets  snacks"
3291,mother earth oaty slices muesli bars chocolate orange 240g,"Chocolate, sweets  snacks"
3292,nice  natural fruit snack dinos 136g,"Chocolate, sweets  snacks"
3293,nice  natural fruit snack fruit oddities 136g,"Chocolate, sweets  snacks"
3294,pop n good popping corn ,"Chocolate, sweets  snacks"
3295,whittakers chocolate block 33% cocoa coconut,"Chocolate, sweets  snacks"
3296,countdown peanuts unsalted,"Chocolate, sweets  snacks"
3297,mother earth better bars muesli bars raspberry,"Chocolate, sweets  snacks"
3298,heartland potato chips cider vinegar,"Chocolate, sweets  snacks"
3299,calbee harvest snaps pea snacks salt  vinegar 80g,"Chocolate, sweets  snacks"
3300,tasti milkies muffin bar choc vanilla 200g,"Chocolate, sweets  snacks"
3301,heartland potato chips maple bacon,"Chocolate, sweets  snacks"
3302,nice  natural protein nut bar muesli bars 3 super seeds dark choc cacao,"Chocolate, sweets  snacks"
3303,mother earth oaty slices muesli slice raspberry  white choc 240g,"Chocolate, sweets  snacks"
3304,tasti mega nuts nut bar caramel 240g,"Chocolate, sweets  snacks"
3305,tasti fruitsies fruit filled bar apple  vanilla,"Chocolate, sweets  snacks"
3306,tasti fruitsies fruit filled bar strawberry vanilla,"Chocolate, sweets  snacks"
3307,calbee harvest snaps pea snacks original salted 80g,"Chocolate, sweets  snacks"
3308,doritos corn chips original,"Chocolate, sweets  snacks"
3309,bluebird burger rings corn snacks ,"Chocolate, sweets  snacks"
3310,countdown cassava vegetable crisps sour cream  chives,"Chocolate, sweets  snacks"
3311,bluebird rashuns corn snacks cheese  bacon,"Chocolate, sweets  snacks"
3312,mother earth cashews roasted  salted,"Chocolate, sweets  snacks"
3313,whittakers chocolate block 72% dark ghana fruit  nut,"Chocolate, sweets  snacks"
3314,the natural confectionery co jelly sweets party mix,"Chocolate, sweets  snacks"
3315,nice  natural fruit snack watches 136g,"Chocolate, sweets  snacks"
3316,countdown snack mix sunshine mix,"Chocolate, sweets  snacks"
3317,nice  natural roasted nut bar muesli bars peanut  cashew 192g,"Chocolate, sweets  snacks"
3318,countdown sweets kiwi party mix,"Chocolate, sweets  snacks"
3319,copper kettle potato chips wood fired bbq 132g,"Chocolate, sweets  snacks"
3320,bluebird potato chips ready salted 180g,"Chocolate, sweets  snacks"
3321,macro organic corn chips natural,"Chocolate, sweets  snacks"
3322,pop n good popcorn butter max,"Chocolate, sweets  snacks"
3323,nature valley crunchy muesli bars variety pack 252g,"Chocolate, sweets  snacks"
3324,mother earth better bars muesli bars choc berry,"Chocolate, sweets  snacks"
3325,country goodness dip kiwi onion,"Chocolate, sweets  snacks"
3326,mexicano corn chips sea salt  lime,"Chocolate, sweets  snacks"
3327,obela dip basil pesto pecorino  cashews,"Chocolate, sweets  snacks"
3328,countdown peanuts dry roasted,"Chocolate, sweets  snacks"
3329,nestle milky bar chocolate block original,"Chocolate, sweets  snacks"
3330,lisas hummus pumpkin  kumara,"Chocolate, sweets  snacks"
3331,nz kettle korn popcorn sea salt multipack,"Chocolate, sweets  snacks"
3332,countdown oaty slices muesli bars apricot  chocolate 240g,"Chocolate, sweets  snacks"
3333,healtheries kidscare potato stix sour cream chive 160g,"Chocolate, sweets  snacks"
3334,cadbury treat size chocolates crunchie sharepack 180g,"Chocolate, sweets  snacks"
3335,countdown cashews roasted unsalted,"Chocolate, sweets  snacks"
3336,eta munchos corn snacks spicy tomato,"Chocolate, sweets  snacks"
3337,cadbury old gold chocolate block peppermint,"Chocolate, sweets  snacks"
3338,countdown almonds roasted tamari,"Chocolate, sweets  snacks"
3339,mother earth oaty slices muesli slice salted caramel 240g,"Chocolate, sweets  snacks"
3340,lindt chocolate block excellence 70% dark,"Chocolate, sweets  snacks"
3341,nz kettle korn popcorn 204g,"Chocolate, sweets  snacks"
3342,mother earth snack mix deluxe batch roasted  salted,"Chocolate, sweets  snacks"
3343,eta uppercuts deli cut potato chips sweet chilli relish,"Chocolate, sweets  snacks"
3344,doritos corn chips salsa party bag,"Chocolate, sweets  snacks"
3345,eta munchos corn snacks cheese  onion,"Chocolate, sweets  snacks"
3346,pop n good popcorn caramel,"Chocolate, sweets  snacks"
3347,doritos corn chips cheese supreme 270g,"Chocolate, sweets  snacks"
3348,tostitos corn chips lightly salted,"Chocolate, sweets  snacks"
3349,kettle chip company potato chips sea salt  vinegar,"Chocolate, sweets  snacks"
3350,whittakers chocolate block peanut butter 33% cocoa,"Chocolate, sweets  snacks"
3351,nestle kit kat chocolate bar 4 finger,"Chocolate, sweets  snacks"
3352,mother earth cashews roasted unsalted,"Chocolate, sweets  snacks"
3353,countdown cassava vegetable crisps original,"Chocolate, sweets  snacks"
3354,countdown sweets marshmallows,"Chocolate, sweets  snacks"
3355,pascall jelly sweets fruit jubes,"Chocolate, sweets  snacks"
3356,tasti meganuts nut bar double choc 240g,"Chocolate, sweets  snacks"
3357,bluebird cheezels corn snacks cheese,"Chocolate, sweets  snacks"
3358,pascall sweets eskimos,"Chocolate, sweets  snacks"
3359,the natural confectionery co jelly sweets snakes,"Chocolate, sweets  snacks"
3360,whittakers chocolate block 72% cocoa peppermint,"Chocolate, sweets  snacks"
3361,purex toilet paper 12pk unscented 2ply,Cleaning  homecare
3362,quilton toilet paper 12pk unscented 3ply,Cleaning  homecare
3363,handee paper towels ultra,Cleaning  homecare
